location,month,season,temp_max,temp_min,temp_avg,humidity,pressure,wind_speed,dew_point,rain_3days_ago,rain_2days_ago,rain_1day_ago,day_of_year,day_of_week,is_weekend,temp_range,temp_dew_diff,rain_history_sum,wind_direction_sin,wind_direction_cos
Hat_Yai,8,Rainy,30.0,24.7,27.3,91.7,1011.3,11.9,21.9,1,1,1,216,5,1,5.300000000000001,2.8000000000000007,3,-0.7071067811865475,-0.7071067811865477
Khon_Kaen,1,Winter,32.2,19.4,25.8,65.9,1001.7,5.7,19.4,0,0,0,11,5,1,12.800000000000004,0.0,0,-0.7071067811865477,0.7071067811865474
Phuket,3,Summer,34.3,28.6,31.5,74.2,1008.4,10.4,27.6,0,0,0,75,4,0,5.699999999999996,1.0,0,0.7071067811865476,0.7071067811865476
Chiang_Mai,9,Rainy,33.7,22.1,27.9,91.1,995.4499999999999,4.8,18.4,1,1,1,257,4,0,11.600000000000001,3.700000000000003,3,1.0,6.123233995736766e-17
Hat_Yai,12,Winter,31.5,21.6,26.6,68.3,1011.0,6.1,21.6,0,1,0,366,1,0,9.899999999999999,0.0,1,1.0,6.123233995736766e-17
Phuket,11,Winter,28.8,23.5,26.1,79.0,1004.9,9.7,23.5,1,1,0,321,5,1,5.300000000000001,0.0,2,0.7071067811865476,0.7071067811865476
Chiang_Mai,4,Summer,31.1,25.1,28.1,40.0,995.4499999999999,7.3,14.4,0,0,0,114,1,0,6.0,10.700000000000001,0,-1.0,-1.8369701987210297e-16
Phuket,4,Summer,36.0,28.4,32.2,69.6,1010.4,13.1,24.1,0,1,1,98,6,1,7.600000000000001,4.299999999999997,2,-1.0,-1.8369701987210297e-16
Chiang_Mai,9,Rainy,33.9,16.9,25.4,67.6,997.8,9.7,16.9,1,1,1,252,6,1,17.0,0.0,3,0.7071067811865476,-0.7071067811865475
Chiang_Mai,10,Rainy,32.8,18.1,25.4,70.1,997.4,2.4,18.1,1,1,1,285,4,0,14.699999999999996,0.0,3,-1.0,-1.8369701987210297e-16
Chiang_Mai,6,Rainy,31.7,15.4,23.5,74.1,1005.2,6.1,15.4,1,1,1,181,5,1,16.299999999999997,0.0,3,1.2246467991473532e-16,-1.0
Khon_Kaen,3,Summer,31.6,21.1,26.3,70.0,1007.5,9.2,21.1,0,0,0,61,4,0,10.5,0.0,0,-1.0,-1.8369701987210297e-16
Bangkok,10,Rainy,32.0,24.9,28.4,82.8,1012.5,12.6,18.8,1,1,1,280,6,1,7.100000000000001,6.099999999999998,3,0.7071067811865476,-0.7071067811865475
Phuket,7,Rainy,31.6,24.4,28.0,95.0,1004.1,8.3,23.5,1,1,1,207,3,0,7.200000000000003,0.8999999999999986,3,-0.7071067811865477,0.7071067811865474
Khon_Kaen,3,Summer,36.2,23.2,29.7,54.0,1006.9,7.6,20.7,1,0,1,90,5,1,13.000000000000004,2.5,2,0.7071067811865476,-0.7071067811865475
Bangkok,6,Rainy,31.3,21.8,26.5,94.3,1010.1,4.8,21.8,1,1,1,182,6,1,9.5,0.0,3,0.7071067811865476,0.7071067811865476
Phuket,9,Rainy,29.5,25.7,27.6,95.0,1005.3,16.5,25.7,1,1,1,260,0,0,3.8000000000000007,0.0,3,0.7071067811865476,-0.7071067811865475
Phuket,5,Summer,30.86987341772152,25.3,29.0,71.3,1006.9,13.9,22.7,1,1,0,136,2,0,5.569873417721521,2.6000000000000014,2,,
Chiang_Mai,10,Rainy,35.5,17.9,26.7,75.2,1005.6,6.4,14.0,1,1,1,291,3,0,17.6,3.8999999999999986,3,-1.0,-1.8369701987210297e-16
Chiang_Mai,5,Summer,37.6,19.7,28.6,47.5,1001.5,7.5,16.9,1,1,1,149,1,0,17.900000000000002,2.8000000000000007,3,0.7071067811865476,-0.7071067811865475
Chiang_Mai,8,Rainy,29.7,18.3,24.0,92.4,1001.9,3.9,18.3,1,1,1,219,1,0,11.399999999999999,0.0,3,-1.0,-1.8369701987210297e-16
Hat_Yai,5,Summer,36.5,25.0,30.7,63.3,1008.0,7.1,24.6,1,1,0,133,6,1,11.5,0.3999999999999986,2,0.7071067811865476,0.7071067811865476
Hat_Yai,11,Winter,31.3,22.2,26.8,66.8,1011.3,12.7,21.9,0,0,1,317,1,0,9.100000000000001,0.3000000000000007,1,1.2246467991473532e-16,-1.0
Khon_Kaen,11,Winter,27.8,16.8,22.3,67.4,1008.1,8.4,16.8,1,0,0,322,6,1,11.0,0.0,1,1.0,6.123233995736766e-17
Chiang_Mai,2,Winter,28.7,21.6,25.1,76.1,1005.0,6.7,14.0,1,1,1,47,4,0,7.099999999999998,7.600000000000001,3,0.7071067811865476,0.7071067811865476
Bangkok,7,Rainy,29.8,25.3,27.6,95.0,1006.3,9.9,24.7,1,1,1,189,6,1,4.5,0.6000000000000014,3,-0.7071067811865477,0.7071067811865474
Chiang_Mai,2,Winter,27.8,17.8,22.8,47.4,996.9,8.4,17.8,1,1,0,48,5,1,10.0,0.0,2,-1.0,-1.8369701987210297e-16
Hat_Yai,2,Winter,29.5,22.7,26.1,64.2,1005.8,8.9,21.0,0,1,0,58,1,0,6.800000000000001,1.6999999999999993,1,1.0,6.123233995736766e-17
Hat_Yai,6,Rainy,29.6,23.1,26.3,95.0,1011.5,14.9,23.1,1,1,1,155,0,0,6.5,0.0,3,0.7071067811865476,-0.7071067811865475
Chiang_Mai,5,Summer,34.2,23.2,28.7,54.0,995.4499999999999,4.7,20.6,1,1,1,152,4,0,11.000000000000004,2.599999999999998,3,0.7071067811865476,-0.7071067811865475
Chiang_Mai,10,Rainy,34.7,18.2,26.5,64.4,1003.6,9.5,15.4,1,1,1,281,0,0,16.500000000000004,2.799999999999999,3,-1.0,-1.8369701987210297e-16
Bangkok,10,Rainy,28.8,22.3,25.6,73.9,1009.3,3.8,22.3,1,1,1,301,6,1,6.5,0.0,3,0.0,1.0
Chiang_Mai,1,Winter,29.1,19.0,24.1,64.1,995.4499999999999,2.8,12.7,0,1,1,11,3,0,10.100000000000001,6.300000000000001,2,1.0,6.123233995736766e-17
Khon_Kaen,3,Summer,35.1,22.7,28.9,63.9,1000.4,7.9,19.1,0,0,0,72,1,0,12.400000000000002,3.599999999999998,0,1.2246467991473532e-16,-1.0
Hat_Yai,12,Winter,28.9,20.2,24.6,80.9,1011.5,12.1,20.2,0,1,0,347,3,0,8.7,0.0,1,-1.0,-1.8369701987210297e-16
Chiang_Mai,1,Winter,31.3,13.849999999999998,21.9,75.1,996.5,3.8,12.6,0,0,0,10,4,0,17.450000000000003,1.2499999999999982,0,1.0,6.123233995736766e-17
Chiang_Mai,2,Winter,29.2,17.8,23.5,55.4,1000.3,8.5,17.8,1,0,0,54,4,0,11.399999999999999,0.0,1,0.0,1.0
Khon_Kaen,3,Summer,35.4,26.3,30.8,58.7,1008.6,3.1,23.5,0,0,0,69,5,1,9.099999999999998,2.8000000000000007,0,-1.0,-1.8369701987210297e-16
Chiang_Mai,11,Winter,31.3,14.0,22.7,40.3,1002.3,7.5,14.0,1,1,1,327,4,0,17.3,0.0,3,-1.0,-1.8369701987210297e-16
Hat_Yai,1,Winter,29.5,20.2,24.8,82.6,1005.7,8.5,20.2,0,0,0,3,2,0,9.3,0.0,0,0.7071067811865476,0.7071067811865476
Phuket,9,Rainy,32.4,24.8,28.6,95.0,1011.5,10.7,22.0,1,1,1,272,5,1,7.599999999999998,2.8000000000000007,3,0.7071067811865476,-0.7071067811865475
Chiang_Mai,2,Winter,26.7,13.849999999999998,20.2,79.9,1001.9,5.1,13.7,0,0,0,36,0,0,12.850000000000001,0.14999999999999858,0,-0.7071067811865475,-0.7071067811865477
Phuket,11,Winter,30.5,21.8,26.2,72.1,1006.6,11.9,20.6,0,1,1,320,4,0,8.7,1.1999999999999993,2,-1.0,-1.8369701987210297e-16
Chiang_Mai,7,Rainy,29.9,14.0,22.0,78.0,1005.4,8.8,14.0,1,1,1,205,1,0,15.899999999999999,0.0,3,1.0,6.123233995736766e-17
Hat_Yai,6,Rainy,32.1,21.6,26.8,83.6,1008.8,8.4,21.6,1,1,1,173,4,0,10.5,0.0,3,1.2246467991473532e-16,-1.0
Chiang_Mai,10,Rainy,31.0,16.4,23.7,61.9,996.1,8.7,15.5,1,1,1,278,4,0,14.600000000000001,0.8999999999999986,3,0.7071067811865476,-0.7071067811865475
Khon_Kaen,4,Summer,37.3,22.9,30.1,52.4,1009.2,4.8,19.1,0,0,0,98,6,1,14.399999999999999,3.799999999999997,0,-1.0,-1.8369701987210297e-16
Bangkok,2,Winter,28.7,22.4,25.5,51.8,1014.4,8.4,19.2,0,0,0,53,3,0,6.300000000000001,3.1999999999999993,0,-0.7071067811865477,0.7071067811865474
Bangkok,4,Summer,34.3,24.6,29.4,62.8,1012.3,13.0,24.6,0,0,0,92,0,0,9.699999999999996,0.0,0,1.0,6.123233995736766e-17
Chiang_Mai,5,Summer,38.8,21.2,30.0,40.0,998.8,5.9,17.4,1,1,1,150,2,0,17.599999999999998,3.8000000000000007,3,1.0,6.123233995736766e-17
Khon_Kaen,6,Rainy,32.4,17.1,24.7,95.0,1008.9,3.6,17.1,1,1,1,176,0,0,15.299999999999997,0.0,3,-1.0,-1.8369701987210297e-16
Hat_Yai,2,Winter,28.6,22.5,25.5,80.4,1012.7,5.3,22.5,0,0,1,57,0,0,6.100000000000001,0.0,1,0.7071067811865476,-0.7071067811865475
Hat_Yai,7,Rainy,31.3,22.7,27.0,95.0,1008.5,14.8,22.7,1,1,1,205,1,0,8.600000000000001,0.0,3,0.7071067811865476,-0.7071067811865475
Chiang_Mai,4,Summer,34.6,26.2,30.4,72.2,996.8,3.2,19.2,0,0,0,110,4,0,8.400000000000002,7.0,0,0.7071067811865476,-0.7071067811865475
Chiang_Mai,9,Rainy,35.4,17.4,26.4,75.8,997.6,3.4,15.5,1,1,1,267,0,0,18.0,1.8999999999999986,3,1.0,6.123233995736766e-17
Khon_Kaen,1,Winter,29.0,21.7,25.3,56.2,1005.9,7.6,20.6,0,0,0,8,2,0,7.300000000000001,1.0999999999999979,0,0.7071067811865476,-0.7071067811865475
Khon_Kaen,7,Rainy,35.0,24.7,29.9,90.1,1003.0,4.2,16.4,1,1,1,211,0,0,10.3,8.3,3,0.7071067811865476,0.7071067811865476
Khon_Kaen,10,Rainy,32.0,20.6,26.3,73.1,1006.5,3.3,20.6,1,1,1,301,6,1,11.399999999999999,0.0,3,0.7071067811865476,0.7071067811865476
Khon_Kaen,3,Summer,35.0,20.818461538461538,29.5,44.1,1004.1,10.4,18.737903225806452,0,0,0,75,4,0,14.181538461538462,2.0805583126550857,0,,
Bangkok,12,Winter,29.2,21.2,25.2,57.1,1007.5,3.7,21.2,0,0,0,351,0,0,8.0,0.0,0,-0.7071067811865475,-0.7071067811865477
Phuket,1,Winter,27.7,20.2,23.9,68.7,1008.0,11.6,20.2,0,0,1,21,1,0,7.5,0.0,1,0.7071067811865476,0.7071067811865476
Bangkok,6,Rainy,26.4,21.5,24.0,90.6,1007.9,4.1,18.2,1,1,1,175,6,1,4.899999999999999,3.3000000000000007,3,0.7071067811865476,-0.7071067811865475
Phuket,4,Summer,35.0,26.6,30.8,62.8,1010.4,9.3,25.5,0,0,0,118,5,1,8.399999999999999,1.1000000000000014,0,0.0,1.0
Bangkok,6,Rainy,30.2,23.1,26.7,95.0,1012.8,10.8,23.1,1,1,1,172,3,0,7.099999999999998,0.0,3,0.7071067811865476,0.7071067811865476
Bangkok,6,Rainy,27.6,24.6,26.1,93.1,1014.2,12.0,18.0,1,1,1,159,4,0,3.0,6.600000000000001,3,1.0,6.123233995736766e-17
Chiang_Mai,1,Winter,32.9,21.4,27.1,57.9,996.3,3.4,14.6,0,0,0,19,4,0,11.5,6.799999999999999,0,-1.0,-1.8369701987210297e-16
Khon_Kaen,11,Winter,28.8,19.2,24.0,70.6,1001.0,10.9,15.8,0,1,0,326,3,0,9.600000000000001,3.3999999999999986,1,0.0,1.0
Khon_Kaen,7,Rainy,34.2,24.0,29.1,83.2,1006.4,3.5,19.1,1,1,1,183,0,0,10.200000000000003,4.899999999999999,3,0.7071067811865476,-0.7071067811865475
Phuket,3,Summer,32.9,28.8,30.8,78.8,1004.3,16.6,26.9,1,1,0,91,6,1,4.099999999999998,1.9000000000000021,2,1.2246467991473532e-16,-1.0
Khon_Kaen,8,Rainy,32.6,23.1,27.8,81.9,1004.9,7.0,21.1,1,1,1,222,4,0,9.5,2.0,3,-0.7071067811865475,-0.7071067811865477
Chiang_Mai,1,Winter,26.5,20.7,23.6,76.9,1000.2,7.7,16.0,0,0,0,6,0,0,5.800000000000001,4.699999999999999,0,0.7071067811865476,0.7071067811865476
Chiang_Mai,7,Rainy,28.3,23.2,25.8,95.0,997.3,6.8,18.0,1,1,1,207,3,0,5.100000000000001,5.199999999999999,3,-0.7071067811865477,0.7071067811865474
Khon_Kaen,1,Winter,27.8,22.8,25.3,48.4,1009.7,5.7,22.2,0,1,0,17,4,0,5.0,0.6000000000000014,1,-0.7071067811865477,0.7071067811865474
Hat_Yai,1,Winter,32.2,22.2,27.2,65.1,1011.8,11.2,18.6,0,0,0,2,3,0,10.000000000000004,3.599999999999998,0,-0.7071067811865475,-0.7071067811865477
Bangkok,5,Summer,30.1,24.8,27.5,46.5,1009.4,10.2,20.6,1,1,1,147,6,1,5.300000000000001,4.199999999999999,3,0.0,1.0
Hat_Yai,3,Summer,33.1,26.8,30.0,62.8,1010.1,6.1,23.3,0,0,0,74,3,0,6.300000000000001,3.5,0,-0.7071067811865475,-0.7071067811865477
Phuket,11,Winter,27.9,23.8,25.8,66.2,1005.0,16.7,23.8,0,1,0,325,2,0,4.099999999999998,0.0,1,1.0,6.123233995736766e-17
Khon_Kaen,4,Summer,33.5,26.1,29.8,42.6,1000.7,6.5,19.5,0,0,0,95,3,0,7.399999999999999,6.600000000000001,0,0.7071067811865476,0.7071067811865476
Bangkok,3,Summer,32.7,26.1,29.4,50.1,1007.6,4.6,22.5,0,0,0,73,2,0,6.600000000000001,3.6000000000000014,0,0.7071067811865476,0.7071067811865476
Bangkok,11,Winter,29.062025316455696,22.842964824120603,23.7,71.58807106598985,1007.3,3.9,18.6,1,0,0,333,3,0,6.2190604923350925,4.242964824120602,1,,
Hat_Yai,11,Winter,29.3,21.6,25.4,84.4,1011.4,7.8,21.6,0,0,1,313,4,0,7.699999999999999,0.0,1,-0.7071067811865477,0.7071067811865474
Chiang_Mai,8,Rainy,31.0,18.7,24.8,66.6,1002.6,8.7,15.1,1,1,1,243,4,0,12.3,3.5999999999999996,3,1.2246467991473532e-16,-1.0
Hat_Yai,1,Winter,32.1,20.2,26.2,74.4,1009.0,8.0,20.2,0,0,1,11,3,0,11.900000000000002,0.0,1,0.7071067811865476,0.7071067811865476
Khon_Kaen,2,Winter,27.8,15.4,21.6,70.9,1008.4,5.2,15.4,1,0,0,40,4,0,12.4,0.0,1,-1.0,-1.8369701987210297e-16
Hat_Yai,9,Rainy,32.0,21.2,26.6,95.0,1012.2,15.0,21.2,1,1,1,272,5,1,10.8,0.0,3,-1.0,-1.8369701987210297e-16
Chiang_Mai,1,Winter,29.6,13.849999999999998,20.9,67.8,995.4499999999999,5.9,12.2,0,1,0,20,0,0,15.750000000000004,1.6499999999999986,1,0.7071067811865476,0.7071067811865476
Chiang_Mai,3,Summer,34.3,24.9,29.6,67.1,1000.1,7.8,22.4,0,0,0,76,5,1,9.399999999999999,2.5,0,0.7071067811865476,-0.7071067811865475
Khon_Kaen,10,Rainy,34.6,21.3,28.0,95.0,1004.1,5.9,17.5,1,1,1,275,1,0,13.3,3.8000000000000007,3,-0.7071067811865475,-0.7071067811865477
Chiang_Mai,5,Summer,34.9,26.2,30.5,65.6,996.4,9.4,21.7,1,1,0,124,4,0,8.7,4.5,2,1.0,6.123233995736766e-17
Bangkok,10,Rainy,27.9,21.4,24.6,74.4,1012.5,12.8,20.3,1,1,1,289,1,0,6.5,1.0999999999999979,3,1.0,6.123233995736766e-17
Khon_Kaen,3,Summer,32.1,21.9,27.0,53.1,1006.7,10.8,21.0,0,0,0,70,6,1,10.200000000000003,0.8999999999999986,0,0.0,1.0
Chiang_Mai,11,Winter,31.3,17.0,24.1,75.6,998.4,4.9,13.7,1,1,0,320,4,0,14.3,3.3000000000000007,2,-0.7071067811865477,0.7071067811865474
Chiang_Mai,3,Summer,31.1,19.9,25.5,70.5,996.7,4.1,14.7,1,1,0,67,3,0,11.200000000000003,5.199999999999999,2,1.0,6.123233995736766e-17
Khon_Kaen,6,Rainy,34.1,24.2,29.2,87.6,1008.0,4.9,22.1,1,1,1,181,5,1,9.900000000000002,2.099999999999998,3,0.0,1.0
Chiang_Mai,8,Rainy,30.3,19.9,25.1,95.0,999.7,6.0,19.9,1,1,1,237,5,1,10.400000000000002,0.0,3,-0.7071067811865477,0.7071067811865474
Khon_Kaen,1,Winter,28.8,22.3,25.6,47.0,1007.4,10.9,17.0,0,1,1,10,2,0,6.5,5.300000000000001,2,-0.7071067811865477,0.7071067811865474
Chiang_Mai,6,Rainy,33.5,16.3,24.9,73.3,996.0,5.1,16.3,1,1,1,159,4,0,17.2,0.0,3,-1.0,-1.8369701987210297e-16
Bangkok,12,Winter,29.7,22.7,26.2,77.2,1009.5,9.5,16.6,0,0,0,352,1,0,7.0,6.099999999999998,0,1.2246467991473532e-16,-1.0
Bangkok,12,Winter,28.0,20.6,24.3,53.2,1005.9,11.3,19.8,0,0,0,365,0,0,7.399999999999999,0.8000000000000007,0,0.0,1.0
Hat_Yai,10,Rainy,32.3,24.1,28.2,90.9,1007.6,5.7,22.1,1,1,1,288,0,0,8.199999999999996,2.0,3,1.2246467991473532e-16,-1.0
Hat_Yai,2,Winter,31.3,22.2,26.8,79.9,1012.7,5.5,18.8,0,1,0,47,4,0,9.100000000000001,3.3999999999999986,1,-1.0,-1.8369701987210297e-16
Hat_Yai,7,Rainy,34.4,24.3,29.4,95.0,1006.8,9.9,24.3,1,1,1,198,1,0,10.099999999999998,0.0,3,-1.0,-1.8369701987210297e-16
Chiang_Mai,2,Winter,26.7,17.5,22.1,40.8,995.5,5.5,12.0,0,0,1,37,1,0,9.2,5.5,1,-1.0,-1.8369701987210297e-16
Phuket,4,Summer,33.0,26.4,29.7,76.9,1011.9,7.4,26.2,0,0,1,101,2,0,6.600000000000001,0.1999999999999993,1,-1.0,-1.8369701987210297e-16
Bangkok,1,Winter,28.0,23.9,25.9,75.1,1006.0,5.0,18.0,0,1,1,14,1,0,4.100000000000001,5.899999999999999,2,-0.7071067811865477,0.7071067811865474
Khon_Kaen,6,Rainy,31.903341902313628,20.818461538461538,27.1,85.2,1005.203350515464,7.085411140583554,20.7,1,1,1,163,1,0,11.08488036385209,0.1184615384615384,3,-0.7071067811865475,-0.7071067811865477
Phuket,2,Winter,30.86987341772152,23.5,26.0,67.1,1009.0,15.0,22.777179487179485,0,0,0,59,2,0,7.3698734177215215,0.7228205128205154,0,,
Khon_Kaen,11,Winter,30.7,17.3,24.0,69.4,1003.0,3.5,17.3,0,0,1,328,5,1,13.399999999999999,0.0,1,-1.0,-1.8369701987210297e-16
Phuket,1,Winter,29.1,20.4,24.8,82.0,1006.3,6.9,19.6,0,0,0,2,3,0,8.700000000000003,0.7999999999999972,0,1.0,6.123233995736766e-17
Hat_Yai,1,Winter,30.6,20.4,25.5,66.6,1007.6,5.5,20.4,0,0,0,3,4,0,10.200000000000003,0.0,0,-1.0,-1.8369701987210297e-16
Chiang_Mai,11,Winter,28.5,13.849999999999998,21.0,63.2,998.2,2.7,13.5,1,1,1,314,5,1,14.650000000000002,0.34999999999999787,3,0.0,1.0
Phuket,8,Rainy,31.7,25.9,28.8,91.8,1006.9,14.7,25.8,1,1,1,244,5,1,5.800000000000001,0.09999999999999787,3,-1.0,-1.8369701987210297e-16
Hat_Yai,1,Winter,29.5,20.0,24.8,81.8,1006.9,5.0,20.0,1,0,0,13,5,1,9.5,0.0,1,1.0,6.123233995736766e-17
Bangkok,12,Winter,26.8,22.5,24.6,57.0,1010.3,4.0,18.2,0,0,0,364,6,1,4.300000000000001,4.300000000000001,0,1.2246467991473532e-16,-1.0
Hat_Yai,9,Rainy,32.0,21.1,26.5,86.9,1010.5,12.8,19.9,1,1,1,249,3,0,10.899999999999999,1.2000000000000028,3,1.2246467991473532e-16,-1.0
Chiang_Mai,7,Rainy,28.1,21.1,24.6,91.8,1002.1,8.4,13.5,1,1,1,192,2,0,7.0,7.600000000000001,3,-0.7071067811865477,0.7071067811865474
Hat_Yai,8,Rainy,30.0,24.4,27.2,95.0,1005.0,9.8,24.4,1,1,1,220,2,0,5.600000000000001,0.0,3,0.7071067811865476,0.7071067811865476
Phuket,1,Winter,29.6,21.6,25.6,75.0,1006.3,6.6,21.6,1,0,0,28,6,1,8.0,0.0,1,0.0,1.0
Phuket,6,Rainy,30.7,24.1,27.4,91.9,1010.0,10.6,23.0,1,1,1,165,3,0,6.599999999999998,1.1000000000000014,3,-0.7071067811865477,0.7071067811865474
Bangkok,7,Rainy,30.5,23.9,27.2,81.5,1005.3,10.1,18.1,1,1,1,202,5,1,6.600000000000001,5.799999999999997,3,0.7071067811865476,-0.7071067811865475
Bangkok,9,Rainy,26.8,24.8,25.8,76.8,1006.8,7.8,20.5,1,1,1,247,1,0,2.0,4.300000000000001,3,0.0,1.0
Bangkok,3,Summer,31.6,25.1,28.4,52.9,1009.9,4.2,19.7,0,0,0,87,2,0,6.5,5.400000000000002,0,0.0,1.0
Chiang_Mai,8,Rainy,32.2,17.9,25.0,85.3,1001.3,3.1,16.8,1,1,1,242,3,0,14.300000000000004,1.0999999999999979,3,-1.0,-1.8369701987210297e-16
Hat_Yai,2,Winter,27.9,19.4,23.6,66.7,1008.8,12.9,19.4,1,0,0,50,0,0,8.5,0.0,1,0.7071067811865476,-0.7071067811865475
Chiang_Mai,7,Rainy,32.5,23.5,28.0,87.1,1004.7,2.7,21.0,1,1,1,183,0,0,9.0,2.5,3,-0.7071067811865475,-0.7071067811865477
Hat_Yai,2,Winter,30.4,21.6,26.0,72.0,1010.7,12.3,19.1,1,0,1,46,3,0,8.799999999999997,2.5,2,0.7071067811865476,0.7071067811865476
Hat_Yai,11,Winter,32.5,19.7,26.1,68.8,1005.9,9.8,19.7,0,1,0,327,4,0,12.8,0.0,1,1.2246467991473532e-16,-1.0
Khon_Kaen,2,Winter,32.2,17.9,25.0,47.2,1000.1,4.9,17.9,1,0,0,60,3,0,14.300000000000004,0.0,1,1.0,6.123233995736766e-17
Khon_Kaen,1,Winter,32.9,16.1,24.5,70.2,1004.1,4.1,16.1,1,0,0,29,2,0,16.799999999999997,0.0,1,0.0,1.0
Bangkok,10,Rainy,28.5,23.3,25.9,95.0,1010.5,10.5,20.9,1,1,1,302,0,0,5.199999999999999,2.400000000000002,3,-1.0,-1.8369701987210297e-16
Chiang_Mai,1,Winter,29.5,20.1,24.8,44.5,995.4499999999999,4.9,17.0,1,0,0,13,5,1,9.399999999999999,3.1000000000000014,1,1.0,6.123233995736766e-17
Hat_Yai,11,Winter,30.1,22.9,26.5,80.3,1006.6,11.0,22.9,0,1,0,318,2,0,7.200000000000003,0.0,1,1.0,6.123233995736766e-17
Khon_Kaen,7,Rainy,32.3,19.1,25.7,83.4,1001.3,5.3,19.1,1,1,1,185,2,0,13.199999999999996,0.0,3,0.0,1.0
Chiang_Mai,6,Rainy,31.9,19.8,25.8,68.9,1000.0,6.2,13.3,1,1,1,170,1,0,12.099999999999998,6.5,3,-0.7071067811865475,-0.7071067811865477
Khon_Kaen,1,Winter,27.7,20.0,23.8,55.6,1001.6,5.4,19.8,1,0,0,15,2,0,7.699999999999999,0.1999999999999993,1,0.0,1.0
Chiang_Mai,1,Winter,30.8,19.1,24.9,74.3,999.8,6.6,11.8,0,1,0,4,5,1,11.7,7.300000000000001,1,-0.7071067811865475,-0.7071067811865477
Bangkok,3,Summer,34.5,24.2,29.4,67.7,1012.1,6.1,24.2,0,0,0,75,4,0,10.3,0.0,0,1.2246467991473532e-16,-1.0
Khon_Kaen,9,Rainy,29.8,25.0,27.4,91.4,1000.7,4.2,20.9,1,1,1,251,5,1,4.800000000000001,4.100000000000001,3,0.7071067811865476,0.7071067811865476
Khon_Kaen,8,Rainy,33.9,17.9,25.9,84.9,1001.1,5.6,17.9,1,1,1,242,3,0,16.0,0.0,3,0.7071067811865476,0.7071067811865476
Bangkok,8,Rainy,28.6,25.3,26.9,82.9,1012.7,12.3,19.6,1,1,1,238,6,1,3.3000000000000007,5.699999999999999,3,-1.0,-1.8369701987210297e-16
Chiang_Mai,11,Winter,28.9,13.849999999999998,20.9,69.0,995.4499999999999,3.6,12.9,1,1,1,318,2,0,15.05,0.9499999999999975,3,1.2246467991473532e-16,-1.0
Hat_Yai,7,Rainy,33.0,22.4,27.7,84.8,1006.9,9.0,22.4,1,1,1,195,5,1,10.600000000000001,0.0,3,1.2246467991473532e-16,-1.0
Bangkok,3,Summer,33.7,24.6,29.1,65.3,1007.9,11.1,24.6,1,0,0,70,6,1,9.100000000000001,0.0,1,-0.7071067811865477,0.7071067811865474
Bangkok,10,Rainy,28.1,22.3,25.2,71.58807106598985,1013.5,11.9,20.95126903553299,1,1,1,296,1,0,5.800000000000001,1.3487309644670091,3,,
Khon_Kaen,12,Winter,32.2,17.3,24.7,79.4,1007.7,7.9,17.2,1,0,0,350,6,1,14.900000000000002,0.10000000000000142,1,-1.0,-1.8369701987210297e-16
Bangkok,8,Rainy,27.3,22.4,24.9,95.0,1009.9,10.0,17.7,1,1,1,215,4,0,4.900000000000002,4.699999999999999,3,-0.7071067811865475,-0.7071067811865477
Phuket,8,Rainy,30.0,24.4,27.2,95.0,1009.7,6.1,23.6,1,1,1,239,0,0,5.600000000000001,0.7999999999999972,3,0.7071067811865476,-0.7071067811865475
Phuket,10,Rainy,31.8,22.9,27.4,95.0,1007.3,16.9,22.6,1,1,1,284,3,0,8.900000000000002,0.29999999999999716,3,1.2246467991473532e-16,-1.0
Khon_Kaen,6,Rainy,32.2,23.5,27.9,66.1,1002.8,8.5,16.8,1,1,1,175,6,1,8.700000000000003,6.699999999999999,3,0.0,1.0
Hat_Yai,8,Rainy,29.7,21.7,25.7,95.0,1012.9,13.1,21.2,1,1,1,230,5,1,8.0,0.5,3,0.0,1.0
Chiang_Mai,7,Rainy,32.9,22.6,27.7,80.0,995.7,5.6,19.0,1,1,1,193,3,0,10.299999999999997,3.6000000000000014,3,-0.7071067811865477,0.7071067811865474
Chiang_Mai,4,Summer,35.4,21.8,28.6,60.6,997.7,3.5,20.9,0,1,1,104,5,1,13.599999999999998,0.9000000000000021,2,0.7071067811865476,-0.7071067811865475
Chiang_Mai,8,Rainy,32.3,23.1,27.7,81.6,995.4499999999999,8.6,21.2,1,1,1,221,3,0,9.199999999999996,1.9000000000000021,3,0.0,1.0
Chiang_Mai,1,Winter,27.5,19.3,23.4,72.7,998.2,7.7,19.3,1,0,0,16,3,0,8.2,0.0,1,-0.7071067811865477,0.7071067811865474
Khon_Kaen,8,Rainy,29.3,19.4,24.4,73.2,1009.6,7.1,19.4,1,1,1,221,3,0,9.900000000000002,0.0,3,-0.7071067811865477,0.7071067811865474
Hat_Yai,11,Winter,31.0,21.8,26.4,69.8,1012.4,8.1,21.8,0,0,1,335,5,1,9.2,0.0,1,-0.7071067811865477,0.7071067811865474
Hat_Yai,10,Rainy,30.6,23.4,27.0,88.2,1005.3,10.5,22.8,1,1,1,305,3,0,7.200000000000003,0.5999999999999979,3,1.2246467991473532e-16,-1.0
Hat_Yai,3,Summer,34.5,24.9,29.7,62.0,1006.7,5.2,23.1,0,0,0,81,3,0,9.600000000000001,1.7999999999999972,0,-1.0,-1.8369701987210297e-16
