date,location,month,season,temp_max,temp_min,temp_avg,humidity,pressure,wind_speed,wind_direction,dew_point,rain_3days_ago,rain_2days_ago,rain_1day_ago,rain_probability,rainfall
2024-02-13,Phuket,2,Winter,30.9,21.1,26.0,83.5,1010.3,12.4,NE,21.1,1,1,1,82.3,1
2024-02-13,Khon_Kaen,2,Winter,29.1,18.6,23.8,67.9,1006.3,9.6,S,17.8,1,0,0,31.6,1
2024-02-13,Hat_Yai,2,Winter,29.0,22.2,25.6,73.8,1009.6,14.8,W,21.2,1,0,1,61.0,1
2024-02-14,Bangkok,2,Winter,25.9,19.8,22.8,72.2,1007.3,9.5,NW,19.0,0,0,0,20.9,0
2024-02-14,Chiang_Mai,2,Winter,26.9,21.2,24.1,61.1,1000.2,3.7,E,21.0,0,1,1,47.9,0
2024-02-14,Phuket,2,Winter,30.6,23.3,27.0,78.7,1007.2,6.5,SW,23.3,1,1,1,76.4,1
2024-02-14,Khon_Kaen,2,Winter,32.3,20.7,26.5,52.1,1006.7,8.7,W,20.7,0,0,0,13.5,0
2024-02-14,Hat_Yai,2,Winter,31.8,19.2,25.5,65.3,1006.2,12.1,SE,19.2,0,1,0,37.2,0
2024-02-15,Bangkok,2,Winter,28.1,24.0,26.1,57.8,1010.1,8.9,E,23.4,0,0,0,15.1,0
2024-02-15,Chiang_Mai,2,Winter,30.3,19.3,24.8,62.8,996.9,4.1,SW,13.6,1,1,1,58.7,1
2024-02-15,Phuket,2,Winter,29.4,20.5,24.9,77.9,1008.6,12.2,SW,20.5,1,1,0,62.7,1
2024-02-15,Khon_Kaen,2,Winter,26.9,21.7,24.3,66.7,1005.9,6.4,W,19.1,0,0,1,32.3,1
2024-02-15,Hat_Yai,2,Winter,30.4,21.6,26.0,72.0,1010.7,12.3,NE,19.1,1,0,1,55.7,1
2024-02-16,Bangkok,2,Winter,24.6,19.5,22.1,73.4,1014.0,8.7,S,19.5,0,0,0,21.1,0
2024-02-16,Chiang_Mai,2,Winter,28.7,21.6,25.1,76.1,1005.0,6.7,NE,14.0,1,1,1,65.4,1
2024-02-16,Phuket,2,Winter,27.3,21.6,24.4,76.2,1006.3,14.8,E,21.6,1,0,1,65.1,0
2024-02-16,Khon_Kaen,2,Winter,28.4,21.5,24.9,65.1,1000.7,6.4,SW,17.5,0,1,1,46.7,0
2024-02-16,Hat_Yai,2,Winter,31.3,22.2,26.8,79.9,1012.7,5.5,W,18.8,0,1,0,40.4,0
2024-02-17,Bangkok,2,Winter,26.8,21.5,24.1,61.7,1008.0,8.7,NW,21.4,0,0,0,15.1,0
2024-02-17,Chiang_Mai,2,Winter,27.8,17.8,22.8,47.4,996.9,8.4,W,17.8,1,1,0,44.9,0
2024-02-17,Phuket,2,Winter,28.3,23.7,26.0,78.7,1006.5,13.4,NW,20.3,0,1,0,49.8,1
2024-02-17,Khon_Kaen,2,Winter,31.9,20.1,26.0,78.5,1007.9,4.9,NE,19.6,1,1,0,56.4,1
2024-02-17,Hat_Yai,2,Winter,28.9,22.4,25.6,63.6,1006.2,11.3,E,22.4,1,0,1,54.2,0
2024-02-18,Bangkok,2,Winter,24.6,22.6,23.6,69.8,1009.3,6.7,S,21.5,0,0,0,20.9,0
2024-02-18,Chiang_Mai,2,Winter,30.7,12.2,21.4,63.0,997.7,5.7,SE,12.2,1,0,1,43.5,0
2024-02-18,Phuket,2,Winter,27.7,22.4,25.1,67.3,1006.5,11.6,NW,21.8,1,0,0,41.6,1
2024-02-18,Khon_Kaen,2,Winter,30.2,21.0,25.6,57.2,1009.9,5.0,W,20.1,1,0,0,26.2,0
2024-02-18,Hat_Yai,2,Winter,32.0,19.3,25.6,79.3,1009.0,9.9,NW,19.3,0,1,0,41.1,0
2024-02-19,Bangkok,2,Winter,25.7,23.4,24.6,63.6,1011.7,4.2,S,19.2,0,0,0,12.9,0
2024-02-19,Chiang_Mai,2,Winter,28.5,14.2,21.3,65.8,997.0,7.6,NW,14.2,0,1,1,46.1,0
2024-02-19,Phuket,2,Winter,29.9,20.7,25.3,65.6,1006.9,8.0,N,20.7,0,0,0,17.8,0
2024-02-19,Khon_Kaen,2,Winter,31.9,16.6,24.3,52.1,1009.7,7.8,W,16.6,0,0,0,7.1,0
2024-02-19,Hat_Yai,2,Winter,27.9,19.4,23.6,66.7,1008.8,12.9,SE,19.4,1,0,0,37.6,1
2024-02-20,Bangkok,2,Winter,27.4,20.3,23.8,54.3,1007.0,5.5,E,20.3,0,0,0,12.9,0
2024-02-20,Chiang_Mai,2,Winter,33.3,18.2,25.8,44.9,1000.6,6.4,NE,,1,1,0,43.6,0
2024-02-20,Phuket,2,Winter,29.6,23.6,26.6,65.7,1011.6,8.5,SW,23.1,0,0,1,34.2,1
2024-02-20,Khon_Kaen,2,Winter,31.4,21.0,26.2,73.3,1000.3,9.7,NE,20.4,0,0,0,27.1,0
2024-02-20,Hat_Yai,2,Winter,30.4,20.9,25.6,73.5,1005.6,12.7,N,20.9,0,0,0,31.4,0
2024-02-21,Bangkok,2,Winter,29.9,20.9,25.4,61.1,1013.3,9.9,E,17.2,0,0,0,8.6,0
2024-02-21,Chiang_Mai,2,Winter,28.9,19.2,24.1,53.5,998.8,7.5,N,12.9,1,0,1,40.6,0
2024-02-21,Phuket,2,Winter,30.5,23.1,26.8,78.5,1010.4,9.3,W,22.7,0,1,0,44.1,0
2024-02-21,Khon_Kaen,2,Winter,30.4,16.1,23.2,69.4,1001.4,,S,,0,0,0,16.8,0
2024-02-21,Hat_Yai,2,Winter,28.5,20.9,24.7,79.8,1011.1,8.1,N,20.9,0,0,0,27.8,0
2024-02-22,Bangkok,2,Winter,28.7,22.4,25.5,51.8,1014.4,8.4,NW,19.2,0,0,0,10.0,0
2024-02-22,Chiang_Mai,2,Winter,32.7,16.6,24.7,72.3,1002.2,5.6,SE,16.5,0,1,0,35.6,0
2024-02-22,Phuket,2,Winter,30.6,21.3,26.0,68.4,1009.7,7.6,NE,20.6,1,0,0,33.6,0
2024-02-22,Khon_Kaen,2,Winter,31.3,15.7,23.5,59.9,1001.5,10.3,E,15.7,0,0,0,15.2,0
2024-02-22,Hat_Yai,2,Winter,28.2,22.5,25.4,83.6,1010.2,11.4,N,19.4,0,0,0,34.8,1
2024-02-23,Bangkok,2,Winter,25.4,19.4,22.4,56.7,1008.3,6.0,NE,19.4,0,0,0,11.2,0
2024-02-23,Chiang_Mai,2,Winter,29.2,17.8,23.5,55.4,1000.3,8.5,N,17.8,1,0,0,28.3,0
2024-02-23,Phuket,2,Winter,27.6,22.5,25.1,76.6,1008.3,13.3,S,22.5,0,0,1,49.8,1
2024-02-23,Khon_Kaen,2,Winter,32.5,19.8,26.1,74.3,1002.7,7.7,NE,19.8,0,0,0,25.8,0
2024-02-23,Hat_Yai,2,Winter,29.6,20.2,24.9,62.7,1010.4,7.8,N,18.6,0,0,0,11.5,0
2024-02-24,Bangkok,2,Winter,27.5,20.7,24.1,65.4,1010.6,7.3,N,16.6,0,0,0,11.2,0
2024-02-24,Chiang_Mai,2,Winter,31.1,13.2,22.2,49.3,1001.9,8.2,W,13.2,0,0,1,24.0,0
2024-02-24,Phuket,2,Winter,27.4,22.8,25.1,83.2,1008.9,6.7,NE,22.8,0,1,0,48.4,1
2024-02-24,Khon_Kaen,2,Winter,31.3,18.1,24.7,50.3,1009.3,3.4,SW,17.3,0,0,0,8.1,0
2024-02-24,Hat_Yai,2,Winter,29.0,19.5,24.3,84.4,1005.1,5.9,S,19.5,0,0,0,32.4,0
2024-02-25,Bangkok,2,Winter,28.6,21.6,25.1,64.3,1012.4,12.0,SE,20.2,0,0,0,20.7,0
2024-02-25,Chiang_Mai,2,Winter,29.0,20.3,24.6,41.4,994.1,7.3,N,17.0,0,1,1,45.4,0
2024-02-25,Phuket,2,Winter,30.4,23.2,26.8,71.2,1009.5,11.4,N,22.9,1,0,0,44.4,1
2024-02-25,Khon_Kaen,2,Winter,29.3,20.8,25.0,56.8,1007.4,9.2,NE,19.9,0,0,0,12.1,0
2024-02-25,Hat_Yai,2,Winter,29.1,21.9,25.5,80.7,1010.0,10.2,N,21.9,0,0,0,34.9,0
2024-02-26,Bangkok,2,Winter,26.9,19.6,23.2,72.9,1011.3,3.1,W,19.6,0,0,0,20.9,0
2024-02-26,Chiang_Mai,2,Winter,30.0,19.8,24.9,74.7,997.6,2.0,S,17.4,1,1,1,70.9,1
2024-02-26,Phuket,2,Winter,30.2,20.5,25.3,69.5,1005.2,15.8,SW,20.5,0,0,0,29.6,0
2024-02-26,Khon_Kaen,2,Winter,27.0,19.1,23.1,54.2,1000.1,9.7,NE,19.1,0,0,1,29.9,1
2024-02-26,Hat_Yai,2,Winter,28.6,22.5,25.5,80.4,1012.7,5.3,SE,22.5,0,0,1,45.3,0
2024-02-27,Bangkok,2,Winter,24.3,20.2,22.3,61.5,1009.5,6.0,S,18.8,0,0,0,11.0,1
2024-02-27,Chiang_Mai,2,Winter,26.2,12.4,19.3,67.7,998.1,7.8,E,12.4,1,1,0,47.1,1
2024-02-27,Phuket,2,Winter,30.7,23.2,27.0,74.2,1004.8,6.3,SE,23.2,0,0,0,28.9,0
2024-02-27,Khon_Kaen,2,Winter,32.5,20.1,26.3,58.0,1009.0,3.1,E,20.1,0,1,1,41.6,0
2024-02-27,Hat_Yai,2,Winter,29.5,22.7,26.1,64.2,1005.8,8.9,E,21.0,0,1,0,32.7,0
2024-02-28,Bangkok,2,Winter,28.5,20.2,24.4,57.3,1013.2,11.0,NE,18.9,0,0,1,30.2,0
2024-02-28,Chiang_Mai,2,Winter,32.1,12.8,22.5,69.0,994.9,2.9,SW,12.8,1,0,0,34.7,0
2024-02-28,Phuket,2,Winter,,23.5,26.0,67.1,1009.0,15.0,,,0,0,0,26.0,1
2024-02-28,Khon_Kaen,2,Winter,28.7,18.2,23.4,75.7,1000.9,3.6,SE,17.7,1,1,0,55.4,1
2024-02-28,Hat_Yai,2,Winter,31.4,22.7,27.0,79.3,1007.7,5.1,W,20.7,1,0,1,58.3,0
2024-02-29,Bangkok,2,Winter,25.5,22.8,24.1,77.3,1013.2,12.6,SW,19.4,0,1,0,45.4,1
2024-02-29,Chiang_Mai,2,Winter,28.2,21.1,24.6,54.2,995.2,8.4,NE,15.8,0,0,1,28.3,0
2024-02-29,Phuket,2,Winter,28.1,22.3,25.2,67.9,1010.8,14.6,W,22.3,0,0,0,27.4,0
2024-02-29,Khon_Kaen,2,Winter,32.2,17.9,25.0,47.2,1000.1,4.9,E,17.9,1,0,0,28.4,0
2024-02-29,Hat_Yai,2,Winter,31.4,19.1,25.3,79.6,1008.2,14.7,N,19.1,0,1,0,48.9,1
2024-03-01,Bangkok,3,Summer,34.0,25.3,29.7,53.5,1008.1,12.0,SW,25.3,1,0,1,49.3,0
2024-03-01,Chiang_Mai,3,Summer,32.1,20.7,26.4,45.6,996.5,5.4,NE,20.7,0,1,0,28.6,0
2024-03-01,Phuket,3,Summer,33.4,27.0,30.2,66.1,1006.9,12.6,E,24.1,0,0,1,38.7,1
2024-03-01,Khon_Kaen,3,Summer,31.6,21.1,26.3,70.0,1007.5,9.2,W,21.1,0,0,0,16.6,0
2024-03-01,Hat_Yai,3,Summer,35.4,24.9,30.1,72.5,1005.4,8.3,S,23.7,1,0,0,37.8,0
2024-03-02,Bangkok,3,Summer,30.3,26.0,28.1,69.6,1011.2,8.7,S,22.5,0,1,0,31.6,1
2024-03-02,Chiang_Mai,3,Summer,37.0,23.8,30.4,50.6,999.4,6.8,S,21.8,1,0,1,43.5,1
2024-03-02,Phuket,3,Summer,33.6,26.2,29.9,,1007.9,,W,,0,1,0,38.0,0
2024-03-02,Khon_Kaen,3,Summer,34.3,24.9,29.6,63.5,1004.6,8.8,W,18.6,0,0,1,24.9,0
2024-03-02,Hat_Yai,3,Summer,34.6,25.5,30.1,72.5,1010.8,5.8,N,24.7,0,0,0,21.7,0
2024-03-03,Bangkok,3,Summer,,25.6,28.8,52.8,,,SE,24.7,1,0,1,48.5,0
2024-03-03,Chiang_Mai,3,Summer,33.4,22.3,27.8,65.9,1004.8,8.3,E,21.0,0,1,0,29.5,0
2024-03-03,Phuket,3,Summer,35.8,26.1,31.0,78.4,1011.6,14.7,SE,26.1,1,0,0,50.4,1
2024-03-03,Khon_Kaen,3,Summer,34.2,25.6,29.9,41.3,1001.0,6.2,SE,23.7,0,1,0,29.9,1
2024-03-03,Hat_Yai,3,Summer,33.7,27.7,30.7,64.9,1012.8,9.6,NE,24.1,0,0,1,29.8,0
2024-03-04,Bangkok,3,Summer,29.8,27.8,28.8,74.5,1011.5,11.1,S,20.4,0,1,0,38.6,1
2024-03-04,Chiang_Mai,3,Summer,39.0,21.3,30.1,40.0,995.9,6.3,E,21.3,1,0,1,44.6,1
2024-03-04,Phuket,3,Summer,33.2,27.9,30.6,78.3,1007.5,16.7,NE,26.9,0,0,0,38.5,1
2024-03-04,Khon_Kaen,3,Summer,33.5,23.3,28.4,55.5,1004.3,9.8,NW,22.2,1,0,1,41.5,0
2024-03-04,Hat_Yai,3,Summer,35.0,25.6,30.3,72.7,1005.8,9.0,SW,21.5,0,1,0,35.1,0
2024-03-05,Bangkok,3,Summer,34.0,27.5,30.7,53.8,1013.4,6.8,E,23.6,1,0,1,40.4,0
2024-03-05,Chiang_Mai,3,Summer,38.0,18.7,28.3,69.2,995.7,3.2,W,18.7,0,1,1,48.9,0
2024-03-05,Phuket,3,Summer,35.9,28.9,32.4,78.2,1009.5,15.7,N,25.9,0,0,0,35.8,1
2024-03-05,Khon_Kaen,3,Summer,31.5,21.4,26.4,45.4,1003.2,4.8,SW,21.4,0,1,0,26.0,0
2024-03-05,Hat_Yai,3,Summer,33.0,25.0,29.0,56.2,1006.4,7.6,NE,25.0,1,0,0,28.8,0
2024-03-06,Bangkok,3,Summer,29.6,24.9,27.2,60.5,1008.2,7.1,E,19.7,0,1,0,21.9,0
2024-03-06,Chiang_Mai,3,Summer,38.3,18.0,28.1,69.2,1000.6,7.0,SE,18.0,1,1,1,60.6,0
2024-03-06,Phuket,3,Summer,34.4,29.0,31.7,62.9,1008.9,12.4,SW,23.9,0,0,0,19.8,0
2024-03-06,Khon_Kaen,3,Summer,35.2,25.2,30.2,74.5,1008.5,4.6,N,19.5,1,0,0,32.7,0
2024-03-06,Hat_Yai,3,Summer,36.4,25.7,31.0,71.6,1008.5,6.0,N,21.2,0,0,0,17.5,0
2024-03-07,Bangkok,3,Summer,29.9,26.2,28.0,71.2,1005.2,10.9,N,25.0,1,0,0,43.9,1
2024-03-07,Chiang_Mai,3,Summer,31.1,19.9,25.5,70.5,996.7,4.1,E,14.7,1,1,0,45.0,0
2024-03-07,Phuket,3,Summer,33.7,27.9,30.8,,1010.2,,,25.2,0,0,0,24.4,0
2024-03-07,Khon_Kaen,3,Summer,37.5,24.5,31.0,68.3,1008.6,5.2,SE,24.5,0,0,0,18.7,1
2024-03-07,Hat_Yai,3,Summer,32.8,28.0,30.4,68.9,1006.0,14.7,N,22.5,0,0,1,40.6,0
2024-03-08,Bangkok,3,Summer,32.9,28.1,30.5,68.3,1005.5,7.5,NE,20.3,0,0,1,30.3,0
2024-03-08,Chiang_Mai,3,Summer,34.1,17.5,25.8,47.8,998.0,9.1,NE,15.0,1,0,0,21.0,0
2024-03-08,Phuket,3,Summer,35.2,28.4,31.8,74.5,1005.6,9.4,W,25.1,0,0,0,25.9,0
2024-03-08,Khon_Kaen,3,Summer,33.5,21.6,27.6,74.3,1002.7,9.4,SE,20.3,0,0,0,21.4,0
2024-03-08,Hat_Yai,3,Summer,36.9,24.5,30.7,69.0,1008.2,13.1,NW,23.8,0,1,0,40.2,1
2024-03-09,Bangkok,3,Summer,30.2,26.1,28.1,51.8,1011.9,9.3,SW,19.8,0,1,0,20.8,0
2024-03-09,Chiang_Mai,3,Summer,35.9,25.1,30.5,58.6,1003.4,6.6,NW,20.5,0,0,0,9.9,0
2024-03-09,Phuket,3,Summer,35.5,27.0,31.3,73.0,1009.9,11.2,W,25.4,0,0,1,43.5,1
2024-03-09,Khon_Kaen,3,Summer,35.4,26.3,30.8,58.7,1008.6,3.1,W,23.5,0,0,0,10.9,0
2024-03-09,Hat_Yai,3,Summer,33.4,25.3,29.4,73.5,1007.4,14.1,E,25.3,1,0,0,46.5,1
2024-03-10,Bangkok,3,Summer,33.7,24.6,29.1,65.3,1007.9,11.1,NW,24.6,1,0,0,37.3,0
2024-03-10,Chiang_Mai,3,Summer,32.8,18.1,25.4,40.0,997.1,7.9,NE,18.1,0,0,1,25.1,0
2024-03-10,Phuket,3,Summer,35.2,28.2,31.7,66.1,1009.5,7.7,SW,25.6,0,1,1,47.9,0
2024-03-10,Khon_Kaen,3,Summer,32.1,21.9,27.0,53.1,1006.7,10.8,N,21.0,0,0,0,14.2,1
2024-03-10,Hat_Yai,3,Summer,33.9,25.5,29.7,59.2,1006.5,11.1,SE,24.8,0,0,1,34.1,0
2024-03-11,Bangkok,3,Summer,34.1,26.6,30.4,72.3,1005.0,7.2,SW,23.0,0,0,0,22.0,0
2024-03-11,Chiang_Mai,3,Summer,34.7,20.9,27.8,50.7,1000.7,4.1,SE,14.9,0,1,0,19.6,0
2024-03-11,Phuket,3,Summer,35.8,25.5,30.6,71.9,1010.2,12.7,SW,25.5,1,1,0,58.4,0
2024-03-11,Khon_Kaen,3,Summer,37.0,26.0,31.5,60.9,1002.7,10.5,E,20.3,0,0,0,15.9,0
2024-03-11,Hat_Yai,3,Summer,37.0,27.0,32.0,66.0,1006.6,8.8,W,,0,1,0,35.5,0
2024-03-12,Bangkok,3,Summer,29.0,24.3,26.7,54.8,1014.1,10.4,W,24.3,0,0,0,16.4,0
2024-03-12,Chiang_Mai,3,Summer,,24.5,30.5,52.8,998.4,,E,,1,0,0,26.3,0
2024-03-12,Phuket,3,Summer,33.5,25.2,29.3,61.1,1009.2,10.1,W,24.5,1,0,0,32.7,0
2024-03-12,Khon_Kaen,3,Summer,35.1,22.7,28.9,63.9,1000.4,7.9,S,19.1,0,0,0,12.8,0
2024-03-12,Hat_Yai,3,Summer,33.2,26.0,29.6,72.2,1008.2,13.6,SE,24.5,1,0,0,43.8,0
2024-03-13,Bangkok,3,Summer,32.7,26.1,29.4,50.1,1007.6,4.6,NE,22.5,0,0,0,10.2,0
2024-03-13,Chiang_Mai,3,Summer,34.1,26.8,30.4,41.5,999.5,6.5,SE,15.4,0,0,0,5.8,0
2024-03-13,Phuket,3,Summer,35.2,27.4,31.3,76.6,1005.0,6.5,NE,23.7,0,0,0,26.2,0
2024-03-13,Khon_Kaen,3,Summer,34.8,26.6,30.7,71.1,1006.9,11.0,S,17.8,0,0,0,19.3,0
2024-03-13,Hat_Yai,3,Summer,36.2,24.0,30.1,65.3,1006.5,5.3,E,23.0,0,0,0,15.6,0
2024-03-14,Bangkok,3,Summer,32.4,26.2,29.3,74.5,1012.4,7.6,W,19.6,0,0,0,17.2,0
2024-03-14,Chiang_Mai,3,Summer,35.7,24.3,30.0,74.3,997.7,4.9,NW,15.0,0,0,0,17.6,0
2024-03-14,Phuket,3,Summer,34.7,25.2,30.0,67.5,1007.4,12.7,SW,25.2,0,0,0,25.9,0
2024-03-14,Khon_Kaen,3,Summer,35.6,21.6,28.6,46.3,1002.0,5.4,N,21.6,0,0,0,11.9,0
2024-03-14,Hat_Yai,3,Summer,33.1,26.8,30.0,62.8,1010.1,6.1,SW,23.3,0,0,0,12.2,0
2024-03-15,Bangkok,3,Summer,34.5,24.2,29.4,67.7,1012.1,6.1,S,24.2,0,0,0,17.2,1
2024-03-15,Chiang_Mai,3,Summer,33.0,20.2,26.6,48.4,1004.0,9.1,NE,15.0,0,0,0,3.0,0
2024-03-15,Phuket,3,Summer,34.3,28.6,31.5,74.2,1008.4,10.4,NE,27.6,0,0,0,32.4,0
2024-03-15,Khon_Kaen,3,Summer,35.0,,29.5,44.1,1004.1,10.4,,,0,0,0,13.0,0
2024-03-15,Hat_Yai,3,Summer,33.4,25.3,29.3,67.5,1009.3,14.4,NW,23.8,0,0,0,24.0,1
2024-03-16,Bangkok,3,Summer,33.9,24.1,29.0,55.7,1009.7,11.8,NE,24.1,0,0,1,31.9,0
2024-03-16,Chiang_Mai,3,Summer,34.3,24.9,29.6,67.1,1000.1,7.8,SE,22.4,0,0,0,19.4,1
2024-03-16,Phuket,3,Summer,34.7,25.7,30.2,68.1,1005.5,9.2,S,24.9,0,0,1,35.5,0
2024-03-16,Khon_Kaen,3,Summer,34.8,20.0,27.4,71.3,,4.2,,20.0,0,0,1,33.8,1
2024-03-16,Hat_Yai,3,Summer,34.4,24.4,29.4,76.1,1006.2,10.6,SE,24.3,0,0,1,46.3,0
2024-03-17,Bangkok,3,Summer,34.9,23.4,29.1,54.9,1009.1,12.8,NE,22.5,0,1,0,30.8,0
2024-03-17,Chiang_Mai,3,Summer,38.0,21.1,29.6,59.4,994.5,3.3,NW,15.2,0,0,0,8.1,0
2024-03-17,Phuket,3,Summer,33.1,27.3,30.2,64.8,1006.3,14.3,E,23.5,0,1,0,38.1,0
2024-03-17,Khon_Kaen,3,Summer,34.9,24.1,29.5,73.7,1007.5,9.6,N,20.9,0,1,0,34.3,1
2024-03-17,Hat_Yai,3,Summer,36.7,27.2,32.0,70.1,1005.3,13.4,S,23.3,0,1,1,57.2,1
2024-03-18,Bangkok,3,Summer,32.7,23.5,28.1,65.2,1010.5,9.8,W,19.8,1,0,0,25.0,1
2024-03-18,Chiang_Mai,3,Summer,36.7,22.5,29.6,65.3,997.9,4.3,E,16.2,0,0,0,11.7,0
2024-03-18,Phuket,3,Summer,33.7,26.3,30.0,76.4,1005.9,15.4,W,26.3,1,0,1,66.4,1
2024-03-18,Khon_Kaen,3,Summer,32.1,24.3,28.2,41.8,1007.3,9.3,S,22.2,1,0,0,25.1,1
2024-03-18,Hat_Yai,3,Summer,32.6,24.9,28.8,71.6,1006.6,8.7,N,24.9,1,1,1,67.8,1
2024-03-19,Bangkok,3,Summer,31.5,26.4,28.9,69.7,1011.4,5.4,SW,19.8,0,0,1,28.5,0
2024-03-19,Chiang_Mai,3,Summer,37.6,25.1,31.4,41.0,999.4,7.7,SW,18.1,0,0,1,24.0,0
2024-03-19,Phuket,3,Summer,35.1,28.5,31.8,71.1,1006.3,10.8,W,27.6,0,1,1,61.3,1
2024-03-19,Khon_Kaen,3,Summer,36.6,22.3,29.4,45.9,1002.3,3.4,NE,21.0,0,0,0,11.0,0
2024-03-19,Hat_Yai,3,Summer,34.9,25.9,30.4,77.1,1012.5,12.6,E,23.7,1,1,0,60.4,0
2024-03-20,Bangkok,3,Summer,31.2,25.5,28.4,59.7,,10.7,N,25.5,0,1,0,33.0,0
2024-03-20,Chiang_Mai,3,Summer,34.8,20.1,27.5,50.5,1002.6,9.8,SW,20.1,0,1,1,39.9,0
2024-03-20,Phuket,3,Summer,35.8,27.1,31.5,69.6,1009.3,8.9,S,23.3,1,1,0,48.0,1
2024-03-20,Khon_Kaen,3,Summer,34.4,20.2,27.3,58.1,1009.4,9.5,N,17.6,0,0,0,3.4,0
2024-03-20,Hat_Yai,3,Summer,33.7,24.2,29.0,76.9,1011.3,12.0,SW,23.4,1,0,0,44.7,0
2024-03-21,Bangkok,3,Summer,33.6,24.1,28.9,54.2,1015.0,8.1,SE,24.1,1,0,0,25.9,0
2024-03-21,Chiang_Mai,3,Summer,34.6,26.1,30.4,68.5,1004.6,9.1,SE,23.0,1,1,1,64.1,1
2024-03-21,Phuket,3,Summer,34.7,27.7,31.2,77.7,1004.0,7.0,W,22.7,1,0,0,41.4,0
2024-03-21,Khon_Kaen,3,Summer,33.8,23.0,28.4,58.4,1000.4,7.5,SW,18.6,0,0,1,24.1,0
2024-03-21,Hat_Yai,3,Summer,34.5,24.9,29.7,62.0,1006.7,5.2,W,23.1,0,0,0,13.0,0
2024-03-22,Bangkok,3,Summer,30.0,24.2,27.1,70.2,1007.4,3.7,SW,22.4,0,0,0,18.3,0
2024-03-22,Chiang_Mai,3,Summer,33.2,18.8,26.0,54.8,1002.4,6.8,E,15.8,1,1,0,34.8,1
2024-03-22,Phuket,3,Summer,32.6,25.8,29.2,76.4,1008.7,13.1,SE,22.2,0,0,0,28.9,0
2024-03-22,Khon_Kaen,3,Summer,32.7,26.5,29.6,46.6,1008.0,4.6,W,18.7,0,1,1,35.4,1
2024-03-22,Hat_Yai,3,Summer,32.8,24.3,28.5,64.6,1012.2,5.8,NE,24.3,0,0,1,29.8,0
2024-03-23,Bangkok,3,Summer,33.4,23.1,28.2,56.1,1011.5,11.9,E,23.1,0,0,0,15.6,0
2024-03-23,Chiang_Mai,3,Summer,34.2,19.7,27.0,66.0,995.8,2.5,S,19.7,1,0,0,32.6,0
2024-03-23,Phuket,3,Summer,33.9,28.9,31.4,69.1,1010.2,10.0,SW,27.4,0,0,0,27.2,0
2024-03-23,Khon_Kaen,3,Summer,34.1,,31.0,67.2,,,,20.3,1,1,0,45.9,1
2024-03-23,Hat_Yai,3,Summer,34.8,24.9,29.9,69.0,1011.4,14.6,SE,23.3,0,1,1,54.4,1
2024-03-24,Bangkok,3,Summer,32.7,25.6,29.2,63.0,1005.8,3.3,W,20.9,0,0,0,11.6,0
2024-03-24,Chiang_Mai,3,Summer,32.7,23.6,28.1,69.6,1000.3,6.3,NE,16.3,0,0,0,14.1,0
2024-03-24,Phuket,3,Summer,32.9,28.0,30.5,79.1,1009.2,13.4,NE,25.4,0,0,1,49.8,0
2024-03-24,Khon_Kaen,3,Summer,35.4,27.5,31.4,66.4,1004.3,,NW,22.7,1,0,0,,0
2024-03-24,Hat_Yai,3,Summer,33.8,26.8,30.3,59.5,1008.3,6.7,W,26.4,1,1,0,44.5,1
2024-03-25,Bangkok,3,Summer,30.0,27.6,28.8,50.3,1006.5,4.1,E,25.9,0,0,0,14.8,0
2024-03-25,Chiang_Mai,3,Summer,36.6,23.5,30.1,54.5,996.6,6.7,SW,23.5,0,0,0,16.9,0
2024-03-25,Phuket,3,Summer,35.7,27.1,31.4,78.3,1010.7,8.5,E,24.4,0,1,1,55.9,0
2024-03-25,Khon_Kaen,3,Summer,38.1,27.6,32.8,58.2,1003.2,9.0,SE,21.5,0,0,0,11.2,0
2024-03-25,Hat_Yai,3,Summer,36.6,26.4,31.5,67.0,1012.0,14.5,NW,24.1,1,0,0,38.7,0
2024-03-26,Bangkok,3,Summer,33.5,26.9,30.2,54.1,1007.9,10.0,NE,26.3,0,0,0,19.6,0
2024-03-26,Chiang_Mai,3,Summer,37.8,21.7,29.7,40.0,997.3,6.3,SE,15.9,0,0,0,7.4,0
2024-03-26,Phuket,3,Summer,33.7,25.6,29.6,63.7,1005.2,10.0,SW,23.0,1,1,0,50.0,1
2024-03-26,Khon_Kaen,3,Summer,36.0,26.7,31.3,68.0,1009.4,9.7,N,24.0,0,0,0,17.5,0
2024-03-26,Hat_Yai,3,Summer,35.9,26.5,31.2,65.4,1008.4,12.6,NE,25.6,0,0,0,24.2,0
2024-03-27,Bangkok,3,Summer,31.6,25.1,28.4,52.9,1009.9,4.2,N,19.7,0,0,0,5.7,0
2024-03-27,Chiang_Mai,3,Summer,34.1,22.8,28.4,60.8,997.6,7.2,SE,16.9,0,0,1,24.1,0
2024-03-27,Phuket,3,Summer,32.3,28.8,30.5,73.0,1009.1,7.7,NE,24.8,1,0,0,37.6,1
2024-03-27,Khon_Kaen,3,Summer,35.6,27.7,31.6,68.5,1000.7,3.5,W,23.3,0,0,0,21.4,0
2024-03-27,Hat_Yai,3,Summer,32.8,27.1,29.9,61.6,1005.6,9.6,NE,25.4,0,0,0,16.0,1
2024-03-28,Bangkok,3,Summer,29.2,27.2,28.2,50.4,1011.6,9.1,NE,25.7,0,0,0,12.9,0
